,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,true_label,predicted_proba,predicted_label,confidence,age_group,confidence_band
79056,0.131213537,74,0,0.33252291,5346.0,10,0,1,0,0.0,0,0.009247607458382845,0,0.9907523925416172,60+,"(0.95, 1.0]"
132152,0.0,69,0,0.049725442,9833.0,4,0,1,0,0.0,0,0.0041355214081704615,0,0.9958644785918296,60+,"(0.95, 1.0]"
109990,0.020804013,68,1,0.325945676,6000.0,14,0,4,0,1.0,0,0.03792712949216366,0,0.9620728705078363,60+,"(0.95, 1.0]"
17792,0.458887314,47,4,0.579349209,5500.0,17,0,1,0,0.0,1,0.26375951170921325,0,0.7362404882907867,40-60,"(0.7, 0.8]"
29527,0.452570735,39,1,0.306160727,6930.0,7,0,2,0,2.0,0,0.05564292445778847,0,0.9443570755422115,25-40,"(0.9, 0.95]"
113678,0.788199697,54,1,0.233302226,7500.0,6,0,1,0,2.0,0,0.10242354720830918,0,0.8975764527916908,40-60,"(0.85, 0.9]"
54328,0.248592897,47,0,2993.0,,6,0,1,0,0.0,0,0.010760563798248768,0,0.9892394362017513,40-60,"(0.95, 1.0]"
109477,0.661288123,53,0,0.460531535,2520.0,7,0,1,0,0.0,0,0.055234721302986144,0,0.9447652786970139,40-60,"(0.9, 0.95]"
34433,0.242757243,34,0,10.0,,2,0,0,0,,0,0.02492995746433735,0,0.9750700425356627,25-40,"(0.95, 1.0]"
15996,0.967110493,46,1,0.444327177,3789.0,7,2,1,1,1.0,1,0.5951151967048645,1,0.5951151967048645,40-60,"(0.5, 0.6]"
144597,0.034800257,46,0,0.4450117,4700.0,8,0,3,0,2.0,0,0.014321650192141534,0,0.9856783498078585,40-60,"(0.95, 1.0]"
25743,0.9999999,62,98,0.0,2400.0,0,98,0,98,0.0,1,0.6636632323265076,1,0.6636632323265076,60+,"(0.6, 0.7]"
63022,0.109362253,57,0,0.401468097,7083.0,11,0,1,0,1.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
114448,0.144183655,69,0,0.474091647,8008.0,14,0,3,0,0.0,0,0.015183486230671405,0,0.9848165137693285,60+,"(0.95, 1.0]"
75433,0.516462002,46,0,0.016626445,75000.0,18,0,0,0,1.0,0,0.0656942754983902,0,0.9343057245016098,40-60,"(0.9, 0.95]"
128831,0.11870569,31,0,0.324144199,3300.0,4,0,2,0,0.0,0,0.018715591728687288,0,0.9812844082713127,25-40,"(0.95, 1.0]"
82419,0.009309703,62,0,0.153055525,8950.0,3,0,1,0,0.0,0,0.002545011555776,0,0.997454988444224,60+,"(0.95, 1.0]"
10810,0.033430967,61,0,0.001737116,5180.0,3,0,0,0,1.0,0,0.004833133378997445,0,0.9951668666210025,60+,"(0.95, 1.0]"
72641,0.170580534,63,0,0.271376881,5250.0,11,0,1,0,0.0,0,0.011459515057504177,0,0.9885404849424958,60+,"(0.95, 1.0]"
100604,0.056021326,51,0,120.0,,9,0,0,0,0.0,0,0.013980600237846374,0,0.9860193997621536,40-60,"(0.95, 1.0]"
101348,0.0,58,0,0.137829219,8466.0,5,0,1,0,0.0,0,0.006324378866702318,0,0.9936756211332977,40-60,"(0.95, 1.0]"
81858,0.082791352,74,0,0.165571616,760.0,4,0,0,0,0.0,0,0.0076024230569601055,0,0.9923975769430399,60+,"(0.95, 1.0]"
20800,0.06196727,49,0,0.419477075,7916.0,10,0,2,0,2.0,0,0.012423428148031235,0,0.9875765718519688,40-60,"(0.95, 1.0]"
124502,0.856391373,44,0,0.248068978,5566.0,5,0,1,0,1.0,0,0.057558531314134596,0,0.9424414686858654,40-60,"(0.9, 0.95]"
59972,0.59568957,50,0,0.330207292,37000.0,13,0,4,0,4.0,0,0.05293478220701218,0,0.9470652177929878,40-60,"(0.9, 0.95]"
88641,0.163848654,54,1,0.326301529,15500.0,12,0,2,0,3.0,0,0.040251970291137695,0,0.9597480297088623,40-60,"(0.95, 1.0]"
125736,0.476809926,42,3,4351.0,,16,0,2,0,0.0,1,0.20331426858901977,0,0.7966857314109802,40-60,"(0.7, 0.8]"
34605,0.0,31,0,0.238354919,4400.0,8,1,1,0,0.0,0,0.13588618338108063,0,0.8641138166189194,25-40,"(0.85, 0.9]"
106748,0.9999999,23,98,0.006997667,3000.0,0,98,0,98,0.0,1,0.4996946454048157,0,0.5003053545951843,<25,"(0.5, 0.6]"
9494,0.786799272,41,0,0.922431028,2500.0,13,0,0,0,1.0,1,0.14834457784891128,0,0.8516554221510887,40-60,"(0.85, 0.9]"
132979,0.416900237,60,1,3119.0,,17,0,1,0,,0,0.04910394474864006,0,0.9508960552513599,40-60,"(0.95, 1.0]"
109498,0.13740768,58,0,0.451419432,2500.0,5,0,0,0,0.0,0,0.013000551983714104,0,0.9869994480162859,40-60,"(0.95, 1.0]"
129856,0.049165028,66,0,0.309422644,4000.0,6,0,2,0,0.0,0,0.004743501963093877,0,0.9952564980369061,60+,"(0.95, 1.0]"
114624,0.007361796,60,0,0.003025918,7600.0,10,0,0,0,0.0,0,0.006705555226653814,0,0.9932944447733462,40-60,"(0.95, 1.0]"
80840,0.124875014,26,1,1.293877551,734.0,4,0,0,0,0.0,0,0.030658385157585143,0,0.9693416148424149,25-40,"(0.95, 1.0]"
73205,0.097512197,31,0,0.251557745,6900.0,13,0,2,0,0.0,0,0.012870334647595882,0,0.9871296653524041,25-40,"(0.95, 1.0]"
23589,0.346482676,44,0,0.286684218,7216.0,4,0,1,0,0.0,0,0.01960992217063904,0,0.9803900778293609,40-60,"(0.95, 1.0]"
1653,0.9999999,34,0,0.357756601,6400.0,6,0,2,0,0.0,0,0.07368415072560311,0,0.9263158492743969,25-40,"(0.9, 0.95]"
73600,0.187110804,56,1,0.080795525,3217.0,4,0,0,0,0.0,0,0.0656676322221756,0,0.9343323677778244,40-60,"(0.9, 0.95]"
107610,0.145369205,29,0,0.111152601,8033.0,5,0,0,0,2.0,0,0.016796964593231677,0,0.9832030354067683,25-40,"(0.95, 1.0]"
24757,0.02359882,51,0,0.001999714,7000.0,1,0,0,0,4.0,0,0.014392521418631076,0,0.9856074785813689,40-60,"(0.95, 1.0]"
141200,0.052718265,75,0,1271.0,,7,0,1,0,0.0,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
95805,0.0,43,0,0.191502655,3200.0,11,0,0,0,2.0,0,0.02284935489296913,0,0.9771506451070309,40-60,"(0.95, 1.0]"
33640,0.184523482,72,0,0.307290154,3442.0,17,0,0,0,0.0,0,0.02056696843355894,0,0.979433031566441,60+,"(0.95, 1.0]"
83531,0.006543477,52,0,3265.0,,8,0,2,0,0.0,0,0.008846752718091011,0,0.991153247281909,40-60,"(0.95, 1.0]"
66967,0.276854093,34,0,0.272971934,2600.0,8,0,0,0,0.0,0,0.02669668458402157,0,0.9733033154159785,25-40,"(0.95, 1.0]"
126622,0.007878629,66,0,11.0,,2,0,0,0,0.0,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
1,0.766126609,45,2,0.802982129,9120.0,13,0,6,0,2.0,1,0.360094940662384,0,0.639905059337616,40-60,"(0.6, 0.7]"
38295,0.350010484,49,0,1.469265367,2000.0,9,0,3,0,2.0,0,0.08146158829331399,0,0.918538411706686,40-60,"(0.9, 0.95]"
144175,0.074920456,37,0,0.061250143,8750.0,6,0,0,0,1.0,0,0.011826122738420963,0,0.988173877261579,25-40,"(0.95, 1.0]"
141351,0.0,49,0,0.349964362,8417.0,6,0,1,0,0.0,0,0.009171958733350038,0,0.9908280412666499,40-60,"(0.95, 1.0]"
27768,0.0,61,0,0.29463171,800.0,6,0,0,0,0.0,0,0.011819032393395901,0,0.9881809676066041,60+,"(0.95, 1.0]"
5941,0.03855417,58,0,1999.0,,8,0,1,0,0.0,0,0.002545011555776,0,0.997454988444224,40-60,"(0.95, 1.0]"
111363,0.0,53,0,1454.0,,11,0,1,0,0.0,0,0.0066977730486541985,0,0.9933022269513458,40-60,"(0.95, 1.0]"
9928,0.815198618,47,0,0.600406711,5900.0,9,0,2,0,3.0,0,0.09787349253892899,0,0.902126507461071,40-60,"(0.9, 0.95]"
21509,0.379397106,74,0,6069.0,,12,0,3,0,0.0,0,0.01983302477747202,0,0.9801669752225279,60+,"(0.95, 1.0]"
55601,0.015295178,48,0,0.321267873,10000.0,19,0,1,0,3.0,0,0.014010259322822094,0,0.9859897406771779,40-60,"(0.95, 1.0]"
45319,0.175091245,64,0,0.109389061,10000.0,7,0,1,0,0.0,0,0.007373657822608948,0,0.9926263421773911,60+,"(0.95, 1.0]"
74372,0.731146599,61,1,0.360803266,12000.0,9,0,1,0,3.0,1,0.08972532749176025,0,0.9102746725082398,60+,"(0.9, 0.95]"
58430,0.008799609,37,0,0.002172968,2300.0,6,0,0,0,0.0,0,0.01101260855793953,0,0.9889873914420605,25-40,"(0.95, 1.0]"
77771,0.08239521,51,0,30.0,,2,0,0,0,0.0,0,0.012171383388340474,0,0.9878286166116595,40-60,"(0.95, 1.0]"
67694,0.066357001,68,0,1067.0,,9,0,1,0,0.0,0,0.00422515282407403,0,0.995774847175926,60+,"(0.95, 1.0]"
119065,1.010074748,70,0,1293.0,,3,0,0,0,0.0,0,0.03987990953028202,0,0.960120090469718,60+,"(0.95, 1.0]"
144755,0.013080374,46,0,0.00279888,2500.0,7,0,0,0,0.0,0,0.012746386788785457,0,0.9872536132112145,40-60,"(0.95, 1.0]"
24592,0.09923221,54,0,2093.0,,6,0,1,0,0.0,0,0.0038345135748386384,0,0.9961654864251613,40-60,"(0.95, 1.0]"
142995,1.031841255,25,0,0.150583897,4880.0,4,0,0,0,1.0,0,0.14507244378328324,0,0.8549275562167168,<25,"(0.85, 0.9]"
37981,0.016174885,27,0,0.112629124,3000.0,11,0,0,0,0.0,0,0.03052051104605198,0,0.969479488953948,25-40,"(0.95, 1.0]"
8216,0.9999999,61,0,0.055967633,1482.0,0,1,0,0,0.0,0,0.33940974473953245,0,0.6605902552604676,60+,"(0.6, 0.7]"
149896,0.131457845,48,2,0.078490189,8000.0,8,0,0,0,1.0,0,0.08364639580249786,0,0.9163536041975021,40-60,"(0.9, 0.95]"
26342,0.01764066,46,0,0.5034993,5000.0,10,0,2,0,2.0,0,0.013561910390853882,0,0.9864380896091461,40-60,"(0.95, 1.0]"
16069,0.355114359,61,0,0.280791321,4700.0,8,0,1,0,0.0,0,0.016278811544179917,0,0.9837211884558201,60+,"(0.95, 1.0]"
64041,0.534273981,83,0,0.358656537,2500.0,7,0,0,0,0.0,0,0.03325469121336937,0,0.9667453087866307,60+,"(0.95, 1.0]"
47136,0.9999999,24,98,0.035081101,2650.0,0,98,0,98,1.0,1,0.5199549078941346,1,0.5199549078941346,<25,"(0.5, 0.6]"
46334,0.256776844,49,1,4367.0,,9,1,2,0,0.0,0,0.10722286105155945,0,0.8927771389484406,40-60,"(0.85, 0.9]"
114187,0.914315826,40,0,0.643676855,8800.0,8,0,3,0,2.0,0,0.09330339282751084,0,0.9066966071724891,25-40,"(0.9, 0.95]"
90268,0.014179121,34,0,0.003562055,5333.0,4,0,0,0,0.0,0,0.00922936648130417,0,0.9907706335186959,25-40,"(0.95, 1.0]"
108990,0.187638695,52,1,0.296300362,9108.0,10,0,1,0,0.0,1,0.040251970291137695,0,0.9597480297088623,40-60,"(0.95, 1.0]"
36422,0.578027466,82,0,0.443701971,2992.0,5,0,1,0,0.0,0,0.025764168053865433,0,0.9742358319461346,60+,"(0.95, 1.0]"
63128,0.001669435,56,0,0.001666111,3000.0,9,0,0,0,0.0,0,0.010508191492408513,0,0.9894918085075914,40-60,"(0.95, 1.0]"
141861,0.272788773,56,0,0.307549461,14000.0,17,0,2,0,0.0,0,0.01905045472085476,0,0.9809495452791452,40-60,"(0.95, 1.0]"
52271,0.9999999,42,0,0.0,5000.0,0,0,0,0,1.0,0,0.13241223245859146,0,0.8675877675414085,40-60,"(0.85, 0.9]"
68829,0.044700825,74,0,0.180178742,6265.0,7,0,1,0,0.0,0,0.003907392080873251,0,0.9960926079191268,60+,"(0.95, 1.0]"
56396,0.001133296,60,0,0.258998972,11667.0,6,0,1,0,3.0,0,0.0008565965574234724,0,0.9991434034425766,40-60,"(0.95, 1.0]"
8389,0.276141115,46,0,0.928028933,5529.0,13,0,4,0,1.0,0,0.10328397154808044,0,0.8967160284519196,40-60,"(0.85, 0.9]"
97963,0.130703508,26,0,185.0,,5,0,0,0,,0,0.02284935489296913,0,0.9771506451070309,25-40,"(0.95, 1.0]"
1893,0.081071193,44,0,0.332041747,16000.0,9,0,4,0,3.0,0,0.02233823388814926,0,0.9776617661118507,40-60,"(0.95, 1.0]"
48781,0.027331074,77,0,100.0,,8,0,1,0,0.0,0,0.0036063842475414277,0,0.9963936157524586,60+,"(0.95, 1.0]"
109839,0.933620618,58,0,3143.0,,15,0,3,0,0.0,0,0.07307606115937233,0,0.9269239388406276,40-60,"(0.9, 0.95]"
64370,0.782108946,31,1,0.233698239,2100.0,6,0,0,0,1.0,0,0.1841714173555374,0,0.8158285826444626,25-40,"(0.8, 0.85]"
79321,0.9999999,42,0,0.091954023,2000.0,0,0,0,0,0.0,0,0.1251767709851265,0,0.8748232290148735,40-60,"(0.85, 0.9]"
123876,0.0,69,0,1.043978011,2000.0,10,0,2,0,0.0,0,0.01837827917188406,0,0.9816217208281159,60+,"(0.95, 1.0]"
44452,0.270168524,35,0,3019.0,,13,0,2,0,1.0,0,0.030542247369885443,0,0.9694577526301146,25-40,"(0.95, 1.0]"
104884,0.063821871,64,0,0.525684654,6170.0,13,0,1,0,1.0,0,0.00832710498943925,0,0.9916728950105608,60+,"(0.95, 1.0]"
15566,0.035977989,60,0,490.0,0.0,14,0,0,0,1.0,0,0.009171958733350038,0,0.9908280412666499,40-60,"(0.95, 1.0]"
110955,0.0,75,0,4.0,,5,0,0,0,0.0,0,0.004515372635796666,0,0.9954846273642033,60+,"(0.95, 1.0]"
67314,0.099729067,57,0,0.346474045,4083.0,3,1,0,0,0.0,0,0.09031620472669602,0,0.909683795273304,40-60,"(0.9, 0.95]"
40731,0.234597226,54,0,0.270408163,6075.0,8,0,2,0,1.0,0,0.013343318738043309,0,0.9866566812619567,40-60,"(0.95, 1.0]"
63875,0.000374977,38,0,0.0,10000.0,3,0,0,0,0.0,0,0.009244615491479636,0,0.9907553845085204,25-40,"(0.95, 1.0]"
4161,0.096506839,53,0,0.207320714,16746.0,11,0,2,0,2.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
791,0.537596973,68,0,1591.0,,8,0,1,0,,0,0.014835594408214092,0,0.9851644055917859,60+,"(0.95, 1.0]"
144084,0.9999999,34,0,0.544151949,3000.0,4,0,2,1,2.0,1,0.31363826990127563,0,0.6863617300987244,25-40,"(0.6, 0.7]"
118419,0.432928354,53,0,0.450569644,2720.0,8,0,1,0,0.0,0,0.04039406254887581,0,0.9596059374511242,40-60,"(0.95, 1.0]"
40489,0.890772307,40,1,1.102120536,3583.0,12,0,3,0,2.0,1,0.295354551076889,0,0.704645448923111,25-40,"(0.7, 0.8]"
111624,0.857827476,67,0,0.639886578,4231.0,14,0,0,0,0.0,0,0.06567531824111938,0,0.9343246817588806,60+,"(0.9, 0.95]"
144655,0.031691957,68,0,0.19208,12499.0,12,0,1,0,1.0,0,0.003907392080873251,0,0.9960926079191268,60+,"(0.95, 1.0]"
98677,0.168663777,58,0,0.571544058,3710.0,10,0,1,0,1.0,0,0.017842951230704784,0,0.9821570487692952,40-60,"(0.95, 1.0]"
26628,0.011396624,45,0,0.533674083,3325.0,11,3,2,0,0.0,0,0.3767543911933899,0,0.6232456088066101,40-60,"(0.6, 0.7]"
39626,0.054865447,81,0,0.256435891,4000.0,8,0,2,0,0.0,0,0.002846019389107823,0,0.9971539806108922,60+,"(0.95, 1.0]"
25268,0.0,31,0,0.0,2916.0,3,0,0,0,0.0,0,0.016223079524934292,0,0.9837769204750657,25-40,"(0.95, 1.0]"
69276,0.0,41,0,0.2426784,7272.0,8,0,1,0,2.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
119654,0.123481358,76,0,3130.0,,19,0,2,0,0.0,0,0.008215249702334403,0,0.9917847502976656,60+,"(0.95, 1.0]"
113401,0.043635826,55,6,0.041263622,8166.0,16,0,0,0,2.0,1,0.10292014479637146,0,0.8970798552036285,40-60,"(0.85, 0.9]"
98832,0.07501239,61,0,0.088961262,5833.0,4,0,1,0,1.0,0,0.005817250907421112,0,0.9941827490925789,60+,"(0.95, 1.0]"
112034,0.833804891,45,0,0.455499099,6100.0,11,0,1,0,1.0,0,0.08598891645669937,0,0.9140110835433006,40-60,"(0.9, 0.95]"
139045,0.78962805,34,1,0.862112112,3995.0,10,0,1,0,2.0,0,0.23534264266490937,0,0.7646573573350907,25-40,"(0.7, 0.8]"
87666,0.9999999,49,0,0.3916296,4945.0,4,0,2,0,0.0,0,0.066541438549757,0,0.933458561450243,40-60,"(0.9, 0.95]"
105384,0.072327306,63,0,743.0,,4,0,1,0,0.0,0,0.006340234354138374,0,0.9936597656458617,60+,"(0.95, 1.0]"
134790,0.167818982,54,0,0.245922886,9258.0,5,0,1,0,4.0,0,0.010760563798248768,0,0.9892394362017513,40-60,"(0.95, 1.0]"
11260,0.41091713,54,0,0.55024372,5333.0,13,0,2,0,1.0,0,0.038927394151687625,0,0.9610726058483123,40-60,"(0.95, 1.0]"
77765,0.07221066,62,0,0.951016328,3000.0,7,0,3,0,0.0,0,0.032845351845026016,0,0.967154648154974,60+,"(0.95, 1.0]"
114204,0.023241561,64,0,1182.0,,5,0,1,0,0.0,0,0.0021466051694005728,0,0.9978533948305994,60+,"(0.95, 1.0]"
55708,0.51655667,53,1,0.405005382,3715.0,6,0,1,0,0.0,0,0.09112547487020492,0,0.908874525129795,40-60,"(0.9, 0.95]"
46565,0.044447883,77,0,0.223592136,3000.0,10,0,1,0,0.0,0,0.010760563798248768,0,0.9892394362017513,60+,"(0.95, 1.0]"
103645,0.013128432,87,0,14.0,,10,0,0,0,0.0,0,0.009060103446245193,0,0.9909398965537548,60+,"(0.95, 1.0]"
38440,0.052460134,62,0,0.506281514,11700.0,9,0,2,0,0.0,0,0.009840061329305172,0,0.9901599386706949,60+,"(0.95, 1.0]"
16910,0.01771246,42,0,2339.0,,8,0,1,0,0.0,0,0.006090887729078532,0,0.9939091122709215,40-60,"(0.95, 1.0]"
83985,0.147147777,65,0,0.396883593,12000.0,23,0,3,0,1.0,0,0.0216358482837677,0,0.9783641517162323,60+,"(0.95, 1.0]"
54657,0.055909869,70,0,0.072116572,4048.0,5,0,0,0,0.0,0,0.0037654897198081015,0,0.9962345102801919,60+,"(0.95, 1.0]"
87243,0.037108692,70,0,0.100208354,10078.0,10,0,1,0,0.0,0,0.004515372635796666,0,0.9954846273642033,60+,"(0.95, 1.0]"
50832,0.255483496,64,0,0.880447821,2500.0,11,0,0,0,0.0,0,0.02743043266236782,0,0.9725695673376322,60+,"(0.95, 1.0]"
53574,0.9999999,31,1,206.0,,2,0,0,0,0.0,0,0.23691334426403046,0,0.7630866557359696,25-40,"(0.7, 0.8]"
145937,0.081173818,61,0,0.387034814,8329.0,10,0,2,0,1.0,0,0.009840061329305172,0,0.9901599386706949,60+,"(0.95, 1.0]"
39424,0.204049133,54,0,0.126949844,12500.0,6,0,0,0,0.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
23906,0.135271618,65,1,811.0,,10,0,1,0,0.0,0,0.03295794874429703,0,0.967042051255703,60+,"(0.95, 1.0]"
47726,0.715605172,37,0,0.220259913,3000.0,3,0,0,0,4.0,0,0.09582483172416686,0,0.9041751682758331,25-40,"(0.9, 0.95]"
54117,0.015680705,59,0,3166.0,,5,0,1,0,0.0,0,0.0024476130027323963,0,0.9975523869972676,40-60,"(0.95, 1.0]"
37250,0.415806945,61,1,0.322694677,9900.0,28,0,2,0,0.0,0,0.06149550601840019,0,0.9385044939815999,60+,"(0.9, 0.95]"
60365,0.55702531,30,0,871.0,,5,0,0,0,1.0,0,0.05772837996482849,0,0.9422716200351715,25-40,"(0.9, 0.95]"
6616,0.210924317,57,1,0.340443767,10500.0,7,0,2,0,1.0,0,0.028280743584036826,0,0.9717192564159631,40-60,"(0.95, 1.0]"
81316,0.001360421,33,0,0.0,7500.0,4,0,0,0,0.0,0,0.00422515282407403,0,0.995774847175926,25-40,"(0.95, 1.0]"
56327,0.626849753,31,0,0.218329939,2454.0,6,0,0,0,0.0,0,0.059563878923654556,0,0.9404361210763454,25-40,"(0.9, 0.95]"
80460,0.207353911,36,0,0.689769918,10517.0,9,0,4,0,0.0,0,0.09019872546195984,0,0.9098012745380402,25-40,"(0.9, 0.95]"
53516,0.021812227,62,0,0.007284674,7000.0,7,0,0,0,0.0,0,0.006471688579767943,0,0.993528311420232,60+,"(0.95, 1.0]"
93471,0.160737874,55,0,0.460506706,2683.0,11,0,1,0,0.0,0,0.022694646194577218,0,0.9773053538054228,40-60,"(0.95, 1.0]"
124873,0.311377246,28,0,0.002822865,1416.0,1,0,0,0,0.0,0,0.05385079234838486,0,0.9461492076516151,25-40,"(0.9, 0.95]"
108084,0.442956264,61,0,0.65851965,7200.0,12,0,2,0,1.0,0,0.031930115073919296,0,0.9680698849260807,60+,"(0.95, 1.0]"
22785,0.060357586,59,0,0.48277718,5573.0,8,0,1,0,0.0,0,0.006452089641243219,0,0.9935479103587568,40-60,"(0.95, 1.0]"
131367,0.005794032,45,0,0.001833028,6000.0,7,0,0,0,0.0,0,0.008018315397202968,0,0.991981684602797,40-60,"(0.95, 1.0]"
67267,0.085309168,72,0,0.452121751,4500.0,11,0,2,0,0.0,0,0.010760563798248768,0,0.9892394362017513,60+,"(0.95, 1.0]"
40384,0.997320805,37,0,1.044558298,6440.0,8,0,2,0,3.0,0,0.11911933720111847,0,0.8808806627988816,25-40,"(0.85, 0.9]"
18399,0.280717982,65,0,0.270409921,8708.0,8,0,1,0,1.0,0,0.008995207585394382,0,0.9910047924146056,60+,"(0.95, 1.0]"
15791,0.078950241,37,0,0.187635394,6000.0,7,0,1,0,0.0,0,0.009840061329305172,0,0.9901599386706949,25-40,"(0.95, 1.0]"
111623,0.000169486,64,0,2.643338758,4300.0,21,0,8,0,0.0,0,0.03578512370586395,0,0.964214876294136,60+,"(0.95, 1.0]"
55145,0.007731535,75,0,0.131594245,13761.0,16,0,1,0,0.0,0,0.005864838417619467,0,0.9941351615823806,60+,"(0.95, 1.0]"
136180,0.565190777,29,0,0.349073886,4912.0,4,0,1,0,2.0,0,0.04724742695689201,0,0.952752573043108,25-40,"(0.95, 1.0]"
14595,0.0,38,0,0.599005671,12872.0,11,0,6,0,0.0,0,0.10442455485463142,0,0.8955754451453686,25-40,"(0.85, 0.9]"
60876,0.355506771,50,0,0.436524673,9483.0,15,0,2,0,0.0,0,0.03732623979449272,0,0.9626737602055073,40-60,"(0.95, 1.0]"
10112,0.0,64,0,0.0,,6,0,0,0,,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
147423,0.017851587,68,0,0.01167445,2997.0,6,0,0,0,1.0,0,0.007044426165521145,0,0.9929555738344789,60+,"(0.95, 1.0]"
104399,0.235685399,45,0,0.499924254,6600.0,10,0,2,0,0.0,0,0.022694646194577218,0,0.9773053538054228,40-60,"(0.95, 1.0]"
50906,0.617090001,33,0,0.8684786,3200.0,12,0,1,0,1.0,1,0.10916397571563721,0,0.8908360242843628,25-40,"(0.85, 0.9]"
108195,0.633135679,30,0,0.268128162,4150.0,7,0,0,0,0.0,0,0.059370166063308714,0,0.9406298339366913,25-40,"(0.9, 0.95]"
13591,1.001998002,27,0,0.15315604,3120.0,4,0,0,0,0.0,1,0.10823447406291961,0,0.8917655259370804,25-40,"(0.85, 0.9]"
12558,0.059216312,79,0,0.009632861,5501.0,4,0,0,0,1.0,0,0.0033553572371602058,0,0.9966446427628398,60+,"(0.95, 1.0]"
38672,0.741374323,62,0,0.371517869,7358.0,7,0,1,0,1.0,0,0.036690914630889894,0,0.9633090853691101,60+,"(0.95, 1.0]"
10921,0.0,50,0,220.0,,13,0,1,0,0.0,0,0.010351685434579849,0,0.9896483145654201,40-60,"(0.95, 1.0]"
64704,0.221968937,48,0,0.364127175,5000.0,16,0,2,0,0.0,0,0.031490508466959,0,0.968509491533041,40-60,"(0.95, 1.0]"
72328,0.658299428,57,0,0.382962492,7864.0,9,0,1,0,0.0,0,0.04189695566892624,0,0.9581030443310737,40-60,"(0.95, 1.0]"
52799,0.04775271,43,0,3302.0,,15,0,2,0,2.0,0,0.016218720003962517,0,0.9837812799960375,40-60,"(0.95, 1.0]"
90994,0.109797106,79,0,0.166941653,6666.0,9,0,2,0,0.0,0,0.008127459138631821,0,0.9918725408613682,60+,"(0.95, 1.0]"
80301,0.905472637,26,0,0.077568972,2500.0,2,0,0,0,0.0,1,0.09582483172416686,0,0.9041751682758331,25-40,"(0.9, 0.95]"
60356,0.651976374,32,0,0.018574514,2314.0,3,0,0,0,0.0,0,0.06220277398824692,0,0.9377972260117531,25-40,"(0.9, 0.95]"
131285,0.012998887,53,0,0.450283302,9000.0,23,0,2,0,2.0,0,0.01601026374846697,0,0.9839897362515331,40-60,"(0.95, 1.0]"
84250,0.184434198,44,0,0.291052114,3050.0,7,0,1,0,2.0,0,0.013862314820289611,0,0.9861376851797103,40-60,"(0.95, 1.0]"
66929,0.000173033,81,0,517.0,,12,0,1,0,0.0,0,0.0041355214081704615,0,0.9958644785918296,60+,"(0.95, 1.0]"
63007,0.399932568,41,1,0.280049652,14500.0,17,2,2,0,5.0,0,0.33674404621124265,0,0.6632559537887573,40-60,"(0.6, 0.7]"
14854,0.02839858,71,0,1312.0,,5,0,1,0,0.0,0,0.0012703729327768088,0,0.9987296270672232,60+,"(0.95, 1.0]"
38422,0.01879812,44,0,0.360234252,7000.0,4,0,1,0,0.0,0,0.006935375370085239,0,0.9930646246299147,40-60,"(0.95, 1.0]"
46647,0.9999999,30,0,0.0,2000.0,0,0,0,0,0.0,0,0.14938462823629378,0,0.8506153717637062,25-40,"(0.85, 0.9]"
82612,0.740615264,51,0,2949.0,,7,0,3,0,0.0,0,0.07505598366260528,0,0.9249440163373948,40-60,"(0.9, 0.95]"
110443,0.041210253,63,0,0.013243724,5058.0,3,0,0,0,0.0,0,0.004833133378997445,0,0.9951668666210025,60+,"(0.95, 1.0]"
62792,0.677490658,59,0,0.496478073,4400.0,4,0,2,0,1.0,0,0.03749692812561989,0,0.9625030718743801,40-60,"(0.95, 1.0]"
2969,0.280965774,88,0,0.811062979,3000.0,11,0,2,0,0.0,0,0.03278226777911186,0,0.9672177322208881,60+,"(0.95, 1.0]"
102213,0.0,57,0,0.067684644,9233.0,5,0,0,0,0.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
115437,0.001610142,61,1,2.0,,6,0,0,0,0.0,0,0.02129245214164257,0,0.9787075478583575,60+,"(0.95, 1.0]"
72314,0.179740974,62,0,0.405915845,7200.0,6,0,2,0,0.0,0,0.009840061329305172,0,0.9901599386706949,60+,"(0.95, 1.0]"
59079,0.031536192,66,0,0.117568851,5264.0,6,0,0,0,1.0,0,0.005961486138403416,0,0.9940385138615966,60+,"(0.95, 1.0]"
98023,1.002305919,28,0,0.22951068,6600.0,7,0,1,0,0.0,0,0.09525266736745834,0,0.9047473326325417,25-40,"(0.9, 0.95]"
98408,0.157274365,54,2,0.08894391,10500.0,12,0,0,0,3.0,0,0.0763354666531086,0,0.9236645333468914,40-60,"(0.9, 0.95]"
